Usuario,Año,NumPreguntas,TotalRespuestas,TotalComentarios,MediaRespuestas,MaxRespuestas
Estefanía,2017,1,1,1,1.0,1
Guille Figueroa,2017,6,6,6,1.0,2
Armando Escobedo,2017,1,1,1,1.0,1
casebubble,2017,1,1,1,1.0,1
Federico Tomadin,2017,5,5,9,1.0,2
leonis,2017,1,0,5,0.0,0
leog,2017,1,1,1,1.0,1
Luna Va,2017,2,2,6,1.0,1
Israel Ramirez Sanchez,2017,1,3,0,3.0,3
Iván Gómez,2017,2,1,9,0.5,1
MarianoF,2017,19,24,56,1.26,3
Maxii Perez,2017,2,4,5,2.0,2
Mishel Uchuari,2017,1,1,1,1.0,1
byok22,2017,3,3,5,1.0,1
Pedro Rincón Avalos,2017,2,2,3,1.0,1
Polo,2017,5,5,5,1.0,2
Danny J. Parr,2017,1,1,0,1.0,1
Javier Vegas Serrano,2017,1,1,3,1.0,1
Kung-Fu Panda,2017,1,2,1,2.0,2
Josegp,2017,1,1,4,1.0,1
F.Pavese,2017,1,0,4,0.0,0
Eragon,2017,2,3,7,1.5,2
Brayner Salmeron Castillo,2017,1,2,4,2.0,2
Fran.J,2018,7,7,16,1.0,2
Alfacoy,2018,1,1,4,1.0,1
leonaidass,2018,3,6,12,2.0,3
segote,2018,1,1,0,1.0,1
tutio,2018,1,0,3,0.0,0
Skazz Miguel,2018,1,1,1,1.0,1
JosicoLol,2018,3,4,2,1.33,2
J. Torres,2018,3,2,6,0.67,1
Asahel Ocaño,2018,1,2,0,2.0,2
alejandro mejia,2018,3,5,2,1.67,2
sunflower,2018,22,21,78,0.95,2
Juan Pablo Motta Erazo,2018,1,1,0,1.0,1
gAb,2018,1,1,0,1.0,1
Revsky01,2018,73,70,92,0.96,2
albert,2018,1,1,1,1.0,1
Sebastián Lagos Yañez,2018,10,16,18,1.6,2
play,2018,1,1,3,1.0,1
Chester mi niño,2018,1,0,2,0.0,0
Ale Prado,2018,1,1,2,1.0,1
NandaldiaN,2018,1,1,0,1.0,1
a.xcibo,2018,5,6,12,1.2,2
Esperanza Zamora,2018,1,0,4,0.0,0
lesther gonzalez,2018,1,1,2,1.0,1
Andrés Cantillo,2018,11,14,28,1.27,2
Jesús Díaz,2018,1,2,0,2.0,2
Juan Diego Moreno Matute,2018,1,1,1,1.0,1
Hakim,2018,1,4,1,4.0,4
ravardel,2018,1,2,2,2.0,2
Leonar Bode,2018,4,4,0,1.0,1
elloco careloco,2018,1,2,0,2.0,2
Efrain Peralta,2018,3,7,29,2.33,3
NeroGames,2018,1,0,2,0.0,0
Pacheco D. Elver,2018,1,3,0,3.0,3
TxusBlack,2018,1,0,3,0.0,0
Iyael,2018,2,1,8,0.5,1
Ezio,2018,1,1,4,1.0,1
redxlus,2018,2,3,4,1.5,2
Lisandro Contreras,2018,1,1,4,1.0,1
livi.glez,2018,1,1,0,1.0,1
Pipe Angulo,2018,1,1,2,1.0,1
new_user,2018,2,2,9,1.0,1
Agustin Lyon,2018,2,2,1,1.0,1
Mtac,2018,1,1,5,1.0,1
ego2509,2018,1,2,3,2.0,2
Vasyl Havrylyuk,2018,3,3,6,1.0,1
Guslock,2018,1,2,2,2.0,2
tatiana hernandez,2018,4,3,13,0.75,1
Leo G,2018,1,1,3,1.0,1
phpMyGuel,2018,1,1,0,1.0,1
Kataldo,2018,1,1,0,1.0,1
J. Burrueco,2018,9,7,18,0.78,2
user110518,2018,1,1,3,1.0,1
Pedro Ávila,2019,31,41,126,1.32,5
Gamez,2019,4,5,14,1.25,2
Thomas Muñoz,2019,1,1,5,1.0,1
Jonathan Rubio,2019,1,0,0,0.0,0
Ernest T,2019,1,0,7,0.0,0
Alejandro Urrestarazu,2019,2,2,0,1.0,1
Manuel Loquen,2019,4,1,18,0.25,1
Estanislao,2019,2,3,2,1.5,2
Yan Chirino,2019,1,1,8,1.0,1
Mucacran,2019,1,1,0,1.0,1
ProtocolWhisper,2019,3,2,12,0.67,1
ISC. Ramirez,2019,3,2,19,0.67,1
Samuel Paredes,2019,1,1,6,1.0,1
Cristian Figueroa,2019,1,1,0,1.0,1
Geovanny Vargas,2019,1,3,5,3.0,3
Ivan Lora,2019,1,0,5,0.0,0
diesuerte,2019,1,2,2,2.0,2
Salvador M,2019,2,1,7,0.5,1
Jennifer,2019,4,3,7,0.75,1
contax,2019,1,0,0,0.0,0
Alex Espinoza,2019,1,0,9,0.0,0
Ronald Cáceres,2019,2,2,0,1.0,1
Sergio Avilés,2019,1,1,0,1.0,1
JoseMgz_Ux,2019,1,2,0,2.0,2
h6gignacio,2019,13,15,19,1.15,2
djose,2019,1,1,2,1.0,1
Cucho,2019,1,0,3,0.0,0
Jaime Gonzalez,2019,1,1,2,1.0,1
drielnox,2019,1,1,8,1.0,1
user139688,2019,1,1,0,1.0,1
mec,2019,3,8,4,2.67,5
Valdez Gonzalo,2019,2,2,8,1.0,1
Alejandro Vásquez,2019,1,2,2,2.0,2
ByTorr3,2019,1,1,1,1.0,1
Stiven Trujillo,2019,3,10,3,3.33,7
Ladiv,2020,1,2,0,2.0,2
BelgratoSystem,2020,3,3,15,1.0,2
ElFer,2020,1,0,4,0.0,0
Cristopher David Cardenas,2020,1,0,2,0.0,0
Erick López,2020,3,4,0,1.33,2
0M1N1D0,2020,1,1,2,1.0,1
Leonel Martinez,2020,2,2,6,1.0,2
Beth,2020,1,1,0,1.0,1
Juan Esteban Labayen,2020,1,1,1,1.0,1
Alberto Martínez,2020,1,0,2,0.0,0
Vagabundo05,2020,3,3,11,1.0,1
Rosa López,2020,1,0,1,0.0,0
Diego Camilo Peña Ramirez,2020,2,0,10,0.0,0
minihack,2020,6,5,5,0.83,1
RobertoGDev,2020,1,1,0,1.0,1
RuloCanella,2020,1,1,0,1.0,1
eric jose navarro german,2020,2,4,0,2.0,2
Santiago Laverde,2020,3,1,4,0.33,1
Telerín,2020,1,1,0,1.0,1
MuentaCovil,2020,1,0,2,0.0,0
Quique Fernandez,2020,10,9,27,0.9,5
Camberano,2020,1,1,3,1.0,1
JaviCasti,2020,2,1,5,0.5,1
Humberto Luis Salardi Chú,2020,1,0,0,0.0,0
Pao Beltran,2020,2,2,8,1.0,2
Manuel Castillo,2020,1,1,2,1.0,1
Juan Carlos Palacios,2020,1,1,0,1.0,1
Juan Gomez,2020,2,3,11,1.5,2
user2126958,2020,1,0,4,0.0,0
Franklin Medina,2020,3,1,13,0.33,1
Cristian Arenas,2020,1,0,3,0.0,0
EdurdoSwolano,2020,2,0,4,0.0,0
claudio,2020,1,3,2,3.0,3
Eduardo Gil,2020,2,1,4,0.5,1
Angelo Gallici,2020,1,1,2,1.0,1
giovanni,2020,1,2,1,2.0,2
BU_PC,2020,2,3,3,1.5,2
Luis Ramiro Mendiburo Martinez,2020,1,0,2,0.0,0
Antony Torres Lopez,2020,1,1,3,1.0,1
Javi Romero,2020,1,2,6,2.0,2
ArCom,2020,1,0,2,0.0,0
Andres Paez,2020,1,2,1,2.0,2
soyjohanm,2020,1,0,2,0.0,0
Kayzh3r,2020,1,1,5,1.0,1
Marco Prado,2020,1,0,0,0.0,0
Gabriel Valenzuela,2020,1,1,4,1.0,1
Valeria Orduño,2020,1,2,1,2.0,2
PacMan Programador,2020,1,1,2,1.0,1
Marye Mtzz,2020,1,1,0,1.0,1
user964503,2020,2,3,4,1.5,2
Trailer,2020,1,1,2,1.0,1
firstebert,2020,1,2,0,2.0,2
Fabian Vargas,2020,1,0,0,0.0,0
Dj45-Sys,2020,1,0,3,0.0,0
Mateo Alvarez,2020,1,1,1,1.0,1
lignou2006,2020,1,1,3,1.0,1
Sofia Garcia,2020,2,1,5,0.5,1
Cesar Aramayo,2020,1,1,2,1.0,1
Jose Fernandez Marmolejo,2020,1,1,5,1.0,1
thezline,2020,1,1,4,1.0,1
Maicon Vinicius Crespo,2020,1,1,1,1.0,1
UnEstudianteDesesperado,2020,2,1,6,0.5,1
Carlos Riquelme Rodríguez,2020,1,1,0,1.0,1
David Herrero,2021,1,0,5,0.0,0
oraculo,2021,5,5,24,1.0,3
Naomi Nam García Ramírez,2021,1,1,0,1.0,1
Noé Muñoz,2021,2,2,5,1.0,2
Emilio Oscar Almeida,2021,1,1,0,1.0,1
MEGoDi,2021,1,1,5,1.0,1
iKiishi Dev,2021,1,0,2,0.0,0
darioxlz,2021,2,2,0,1.0,1
Enwut,2021,1,1,1,1.0,1
Rubén Caño Domínguez,2021,2,1,2,0.5,1
Pizza,2021,1,2,1,2.0,2
Mizraim Moroyoqui,2021,1,0,6,0.0,0
Clara Marti,2021,1,1,1,1.0,1
Erubiel Muñoz,2021,1,1,2,1.0,1
Miguel Ángel Silva,2021,3,3,3,1.0,2
Leonel Leo,2021,2,1,4,0.5,1
Johan Crespo,2021,1,2,0,2.0,2
Pablo Lien,2021,1,0,2,0.0,0
Football Love,2021,1,2,3,2.0,2
LordaBUra,2021,1,1,0,1.0,1
Alexeis Pérez Fernández,2021,1,1,2,1.0,1
xsourcero,2021,1,1,0,1.0,1
Francisco Javier Santoyo Rios,2021,1,2,1,2.0,2
manuel david,2021,1,2,4,2.0,2
user246814,2021,1,0,2,0.0,0
Esteban Fajardo,2021,2,2,4,1.0,1
Aseth,2021,1,0,0,0.0,0
Edug,2021,1,1,3,1.0,1
Galin__,2021,1,0,3,0.0,0
otristan94,2021,1,0,2,0.0,0
banana_99,2021,1,1,1,1.0,1
Aaron,2021,1,1,6,1.0,1
Mauricio Correa,2021,1,2,0,2.0,2
Paul Car,2021,3,6,7,2.0,2
Aarón Rojas,2021,1,1,4,1.0,1
labqc_9911,2021,4,5,20,1.25,2
Arekusu_706,2021,1,1,2,1.0,1
YAQUELINE SAMBONI DIAZ,2021,1,1,1,1.0,1
Felipe Martinez,2022,2,2,6,1.0,1
Gustavo Aarón Bravo Ovalle,2022,1,2,2,2.0,2
LuisAD,2022,1,0,2,0.0,0
Laureano Sciacaluga,2022,1,4,3,4.0,4
Lucas Daligo 77,2022,3,4,8,1.33,2
thebar70,2022,1,0,2,0.0,0
alfredo verdecia,2022,1,1,1,1.0,1
Alejo Salas,2022,1,2,1,2.0,2
Antonio Guzman,2022,1,1,1,1.0,1
J O S E,2022,1,0,0,0.0,0
Noob,2022,2,2,0,1.0,2
TinderCEO,2022,1,1,2,1.0,1
David Kuo,2022,2,1,6,0.5,1
Alejandra Quiñonez,2022,1,1,2,1.0,1
SDIV,2022,4,5,7,1.25,2
Juan Diego Chicaiza,2022,1,2,1,2.0,2
MaleB,2022,1,1,2,1.0,1
Adr1,2022,1,1,2,1.0,1
Luis Diego Fonseca,2022,1,1,0,1.0,1
Alvaro J Vanegas,2022,11,7,22,0.64,1
Varicap,2022,1,1,0,1.0,1
Gonzalo T.,2022,1,1,3,1.0,1
Anghelo Fernandez Alvarado,2022,2,2,3,1.0,1
Carlos Mata,2022,1,1,1,1.0,1
esalu-dev,2022,1,0,2,0.0,0
iNeedValues,2022,1,1,0,1.0,1
Felipe Penagos Ramón,2022,4,4,12,1.0,2
AlvaroGR,2022,1,1,3,1.0,1
Javier Inostroza,2022,1,2,1,2.0,2
Eduardo Ortiz,2022,1,0,2,0.0,0
andrw,2022,1,1,1,1.0,1
Alberto Cordova,2022,1,1,8,1.0,1
cohp,2022,1,1,8,1.0,1
RJV,2022,1,0,3,0.0,0
Matias J,2022,1,0,3,0.0,0
Emiliano Frias,2022,1,1,2,1.0,1
Zach Estrada,2022,2,1,8,0.5,1
DUVAN SEPULVEDA,2022,1,0,0,0.0,0
Eduardo23484,2023,1,0,1,0.0,0
Ciberdrac,2023,6,4,7,0.67,1
Andrea SoCa,2023,1,1,0,1.0,1
Juan Carlos Mendoza R.,2023,1,0,0,0.0,0
patata,2023,3,1,6,0.33,1
Manuel Guzman,2023,2,2,4,1.0,1
Jous,2023,1,0,1,0.0,0
maria villami,2023,1,0,2,0.0,0
pabloG,2023,1,1,0,1.0,1
SERGIO ANDRES VALDERRAMA VELEZ,2023,2,1,3,0.5,1
edgarlopez241,2023,1,0,2,0.0,0
El Vecino Tlalixcoyan,2023,2,1,2,0.5,1
sam,2023,2,1,1,0.5,1
Axel Gomez,2023,1,1,2,1.0,1
Mateo Velazquez Nuñez,2023,1,0,2,0.0,0
Javier Aguilar,2023,1,1,0,1.0,1
Gustavo Abasto Argote,2023,1,1,0,1.0,1
Antonio Galicia,2023,2,2,1,1.0,1
user332239,2023,1,0,1,0.0,0
Mauricio Tovar Iglesias,2023,8,2,9,0.25,1
Gerardo Andres Lopez Orozco,2023,1,0,0,0.0,0
Bernardo Vazquez,2023,1,0,0,0.0,0
maikel108,2023,1,0,3,0.0,0
JhoanCo,2023,1,2,0,2.0,2
newJSX,2023,1,0,2,0.0,0
Iván Vázquez Vidador,2023,2,3,3,1.5,2
Enrique Gonzalez,2023,1,1,1,1.0,1
Daniel De Castro Torrecilla,2023,1,0,0,0.0,0
Herby,2023,1,0,0,0.0,0
Steven Cabrera Londoño,2023,1,0,0,0.0,0
mihael,2018,2,2,0,1.0,1
myenemy,2018,1,1,1,1.0,1
Ana Gonzalez,2019,1,1,1,1.0,1
user132319,2019,1,1,2,1.0,1
MaskRed,2019,1,1,1,1.0,1
Gianfranco,2019,1,1,2,1.0,1
Rodrigo A. Moreno,2020,5,7,3,1.4,2
Javier Monzon,2020,1,1,3,1.0,1
Omar David Zapién Lopez,2020,1,1,0,1.0,1
Rich Gutiérrez,2020,1,2,0,2.0,2
Gaby Cadena,2020,1,2,0,2.0,2
Nolasco Ruminot,2020,1,0,3,0.0,0
BRUNO,2020,1,1,2,1.0,1
lizet pineda,2020,1,0,4,0.0,0
Deither,2021,1,1,7,1.0,1
MinorMX,2021,3,1,13,0.33,1
Hacke,2021,2,3,5,1.5,2
nikko,2021,2,2,1,1.0,1
Jorge Concha Rojas,2021,1,1,1,1.0,1
ALAN,2021,2,1,2,0.5,1
Rubén García,2021,1,1,3,1.0,1
Theossj,2021,1,1,4,1.0,1
Darklawz,2021,3,5,2,1.67,2
Jorge Omar Tovar Martínez,2021,1,2,2,2.0,2
Gabriel Juarez De La cruz,2021,1,0,3,0.0,0
Will Diaz,2022,5,3,12,0.6,1
pint34,2022,7,8,8,1.14,2
tourian,2022,1,0,3,0.0,0
fv2022,2022,2,1,5,0.5,1
pol,2022,2,2,6,1.0,1
Laura Moya,2022,1,0,4,0.0,0
StelyoRaiders,2022,1,1,7,1.0,1
user109432,2022,2,1,4,0.5,1
Dev novato,2022,2,2,1,1.0,1
Anna,2022,1,0,3,0.0,0
andres rivadeneira,2022,2,2,2,1.0,1
Sebastian Ramirez,2023,2,0,0,0.0,0
Ryuk,2023,1,0,2,0.0,0
José Miguel,2023,2,1,1,0.5,1
Leandro Morocho Soca,2023,1,1,0,1.0,1
marc85,2023,1,0,0,0.0,0
Claudio Vilas,2023,1,0,1,0.0,0
Luis Verdejo,2023,1,1,1,1.0,1
Quijotech,2023,1,0,0,0.0,0
Walter Pleitez,2023,1,1,1,1.0,1
Agustin Mercado Prieto,2023,1,0,1,0.0,0
kamome,2016,11,18,32,1.64,4
Sergio Garrido,2016,1,3,8,3.0,3
Ingrid Viviana Rozo Moreno,2016,1,3,1,3.0,3
user3930,2016,1,1,2,1.0,1
Christopher Tavara,2016,3,7,8,2.33,3
lazaro javier,2016,1,3,3,3.0,3
MitaCloud,2016,1,1,0,1.0,1
Dmay,2016,1,0,5,0.0,0
Andres Guillermo Castellanos A,2016,12,21,16,1.75,5
Hector Valencia,2016,1,1,3,1.0,1
Mariyselita,2016,2,4,7,2.0,2
vangodp,2016,1,2,10,2.0,2
Jhosep Gonzalez,2016,1,1,1,1.0,1
Fran.J,2016,2,2,2,1.0,1
Mosiah Ricardo,2016,3,4,8,1.33,2
Eric Retamero,2016,9,14,13,1.56,3
Lenin Zapata,2016,2,2,0,1.0,1
Fernando Maldonado,2016,1,2,0,2.0,2
Juan Carlos Gonzalez,2016,1,1,0,1.0,1
halexgs,2016,1,1,1,1.0,1
Luis Felipe González,2016,1,1,0,1.0,1
Jet Market,2016,1,1,1,1.0,1
pyring,2017,32,40,43,1.25,4
PieroDev,2017,88,138,276,1.57,4
Carlos Hernández,2017,8,14,27,1.75,5
lucho,2017,23,37,42,1.61,5
KurodoAkabane,2017,10,17,14,1.7,3
Kate2707,2017,1,2,5,2.0,2
user2357667,2017,2,2,9,1.0,1
Carlos Calvo,2017,1,1,7,1.0,1
Jeferson Martinez,2017,5,6,11,1.2,2
Lucía,2017,1,3,0,3.0,3
Ladiv,2017,2,3,3,1.5,2
MR987,2017,2,2,4,1.0,1
Ever,2017,12,16,23,1.33,3
Ornitologo,2017,2,5,4,2.5,3
AER,2017,37,42,75,1.14,3
Kuznov,2017,1,1,0,1.0,1
Codigo,2017,1,2,8,2.0,2
Fernando Barroso,2017,1,1,2,1.0,1
Emmanuel Lorenzo,2017,1,1,3,1.0,1
Diego,2017,2,3,3,1.5,2
Víctor Arreaga,2017,1,2,4,2.0,2
Ismael Caslop,2017,2,3,3,1.5,2
Selzar,2017,2,2,4,1.0,1
pedrog99,2017,1,0,4,0.0,0
Zealots,2017,1,1,2,1.0,1
Ludmila Rossi,2017,1,2,4,2.0,2
Nicolas Bortolotti,2017,1,1,1,1.0,1
jofret,2017,1,0,8,0.0,0
Jhon Vargas,2017,2,2,6,1.0,2
douglas,2017,1,2,5,2.0,2
Andres Mejia,2017,1,1,0,1.0,1
Rodrigo Garay,2017,1,1,1,1.0,1
victorfori,2017,1,4,3,4.0,4
Jonathan Rivera,2017,1,3,2,3.0,3
gabriel-ar,2018,1,1,2,1.0,1
CristianOx21,2018,1,2,0,2.0,2
Ray,2018,5,5,11,1.0,2
Sunny,2018,4,9,5,2.25,3
Roge,2018,1,1,0,1.0,1
Andy Montalvo,2018,5,8,16,1.6,2
Gerardo Fuentes,2018,2,2,1,1.0,1
Felipe Andres,2018,4,5,4,1.25,2
user3911783,2018,2,1,4,0.5,1
Luca,2018,1,1,2,1.0,1
Martin Bronzino,2018,1,0,1,0.0,0
Amparo,2018,2,1,4,0.5,1
Mauricio Rivas,2018,7,7,9,1.0,2
cristian munoz,2018,1,1,11,1.0,1
nahuel,2018,2,3,1,1.5,2
Luis Roberto Bastos,2018,1,1,0,1.0,1
Alberto Cepero de Andrés,2018,1,0,2,0.0,0
brian,2018,1,1,2,1.0,1
Cesar Urrego Zapata,2018,1,3,0,3.0,3
Gonzalo,2018,5,2,12,0.4,2
alejandro wolfgang,2018,1,2,0,2.0,2
user9524937,2018,1,2,4,2.0,2
Jhoedram,2018,6,8,8,1.33,3
Ibet,2018,1,1,0,1.0,1
Agustin Coronel,2018,11,12,17,1.09,3
Leo Moyano,2018,1,1,1,1.0,1
Cesar Zuluaga,2018,1,1,0,1.0,1
CarlosVilla,2018,1,1,6,1.0,1
Adolfo Ponce Meza,2018,1,0,6,0.0,0
AyakDrg,2018,1,1,6,1.0,1
maikmr,2018,1,1,5,1.0,1
zekamodz,2018,5,5,7,1.0,2
Tony Stark,2018,1,0,8,0.0,0
David Matas,2018,1,2,0,2.0,2
Hugo Gonzalez,2018,2,1,8,0.5,1
Juan Angel Hdz,2018,2,2,2,1.0,1
Alicia,2018,1,1,3,1.0,1
Vaku Luiso,2018,1,2,12,2.0,2
arch,2018,1,2,0,2.0,2
Javier Heisecke,2018,3,3,2,1.0,2
FCrow,2018,1,0,0,0.0,0
Ruben García Tutor,2018,5,7,0,1.4,3
user3446605,2018,1,0,9,0.0,0
Daniel Salinas,2018,16,16,38,1.0,3
Paul Herrera Perez,2018,3,1,7,0.33,1
David Fernández cruz,2018,1,2,0,2.0,2
Fernando Antonio,2018,1,3,0,3.0,3
Alejandro Edward Avendaño,2018,1,1,0,1.0,1
TheAndreyx22,2018,1,3,0,3.0,3
Andres Rodriguez,2018,15,25,18,1.67,5
Marcos Jimenez,2018,1,1,1,1.0,1
Sergio Trahén,2018,1,2,0,2.0,2
Luis Ale Morales Perez,2018,1,0,2,0.0,0
David Casadiegos,2018,2,3,0,1.5,2
Saco04,2018,4,6,9,1.5,2
RichardCross,2018,1,0,2,0.0,0
Oscar Acosta,2018,1,2,1,2.0,2
juan seferino quispe mamani,2018,3,3,2,1.0,1
bertoramos,2018,1,2,1,2.0,2
Javichu,2018,2,2,3,1.0,1
Lorena Belleza,2018,1,1,2,1.0,1
Paul Börjesson,2018,1,1,0,1.0,1
yamicu,2018,1,1,3,1.0,1
Luis Olvera,2019,2,2,0,1.0,1
Efrain Duran,2019,5,6,12,1.2,3
user113551,2019,1,1,1,1.0,1
arglez35,2019,2,3,6,1.5,2
Rafael Garcia,2019,1,0,2,0.0,0
Malher400,2019,3,6,3,2.0,3
Andres Gutierrez,2019,1,0,0,0.0,0
Sebastian Ismael,2019,5,8,5,1.6,3
Antonio vg,2019,1,1,3,1.0,1
Ilan Jose Graterol,2019,5,5,0,1.0,2
Eduardo Domenech,2019,3,6,14,2.0,3
FR13NDS,2019,1,1,2,1.0,1
Adria de Juan,2019,2,3,2,1.5,2
antonio frontado,2019,6,18,19,3.0,11
José María,2019,3,2,4,0.67,2
ElFujiCoder,2019,1,2,0,2.0,2
Cristina Angel,2019,3,7,16,2.33,3
Preocupado,2019,1,1,0,1.0,1
Alex Dalle Armstrong,2019,1,1,0,1.0,1
Manuel Sandoval,2019,1,2,3,2.0,2
Jorge Santos del Río,2019,2,2,3,1.0,1
Jaime31,2019,3,5,5,1.67,2
Juan Camilo Rairan Rodriguez,2019,7,7,22,1.0,2
AlberM,2019,2,2,4,1.0,2
Rene Alas,2019,1,1,1,1.0,1
Imprentaonline24,2019,1,1,0,1.0,1
Carla Yacuzzi,2019,1,1,2,1.0,1
JaredDmz,2019,5,3,9,0.6,1
Matias Martin,2019,1,1,2,1.0,1
Manuel Lira,2019,1,0,7,0.0,0
Santiago Desimoni,2019,1,1,0,1.0,1
Aitor Sanchez,2019,1,3,2,3.0,3
Geovanny,2019,5,6,1,1.2,2
p3ta0,2019,1,3,0,3.0,3
Irving Soto Guzman,2019,1,1,0,1.0,1
Lenny Avelar,2019,1,2,3,2.0,2
LuisAlberto Saldaña Bonilla,2019,1,0,2,0.0,0
Marianito,2019,1,1,4,1.0,1
Mharía Paz Ramos Meneses,2019,2,2,0,1.0,1
Josué CB,2019,1,1,0,1.0,1
ernesto,2019,1,1,0,1.0,1
Marcos Parrales,2019,1,1,3,1.0,1
Karina Diaz,2019,2,2,11,1.0,1
Patenke,2019,1,0,0,0.0,0
JuanK,2019,1,1,0,1.0,1
theboshy,2019,1,1,4,1.0,1
Pedro Uzcátegui,2019,1,0,0,0.0,0
TheVIIAnthony,2020,2,2,3,1.0,1
Shassain,2020,19,20,32,1.05,2
Jaime Serrano,2020,2,1,8,0.5,1
kevin,2020,3,2,17,0.67,1
Hector Galbis Sanchis,2020,2,2,4,1.0,1
Harold Hoyos,2020,2,2,0,1.0,1
Eliezer V.M.,2020,2,1,4,0.5,1
Juan José,2020,6,6,3,1.0,1
ZeroBathory,2020,1,1,0,1.0,1
isaias zamora,2020,1,1,1,1.0,1
Macx,2020,8,7,22,0.88,2
Miquelp,2020,1,0,9,0.0,0
Miguelon,2020,2,3,8,1.5,2
sebastian martinez arbelaez,2020,1,2,4,2.0,2
Carlos Borrás,2020,1,0,0,0.0,0
BotellitaHOL,2020,2,3,0,1.5,2
Jorge Luis Guardo Romero,2020,4,5,8,1.25,2
Jsierra2017,2020,3,3,7,1.0,1
William Jesus Rivas Duran,2020,2,2,0,1.0,1
TheMozdec,2020,1,0,2,0.0,0
Iñigo Dominguez,2020,2,1,5,0.5,1
Ronvillaquin,2020,1,0,2,0.0,0
Arturo Ochoa,2020,3,1,5,0.33,1
DjMaRiiO,2020,2,1,2,0.5,1
GIRALDO ESTEBAN GONZALEZ OROZC,2020,1,1,4,1.0,1
Carlos_Arciniegas19,2020,2,3,6,1.5,2
juan ordonez,2020,1,1,0,1.0,1
adrian200223,2020,1,1,2,1.0,1
Jose Santana,2020,1,1,0,1.0,1
mecanma,2020,1,1,2,1.0,1
sadid leonardo castilla monter,2020,1,2,2,2.0,2
Z. Danilo,2020,1,1,2,1.0,1
DIT,2020,1,2,0,2.0,2
Víctor Smith,2020,1,0,5,0.0,0
Bea perel,2020,1,2,0,2.0,2
Ariel Lopez Giaconi,2020,1,0,2,0.0,0
Joshua Castillo,2020,1,0,0,0.0,0
Yuliani Moreno,2020,2,2,3,1.0,2
Camilo Vidal,2020,1,2,5,2.0,2
Diego Guillen,2020,1,2,1,2.0,2
Jefferson,2020,2,2,3,1.0,1
Hister Alberto Boy Flores,2020,2,3,0,1.5,2
DudaR,2020,25,33,8,1.32,3
Valgram,2020,1,2,2,2.0,2
Nox,2020,1,0,2,0.0,0
Iamdaavide,2020,3,3,4,1.0,1
Monica Camarillo Martinez,2020,1,2,1,2.0,2
gmnpjpn,2020,1,1,0,1.0,1
Jhon Wilder PARIONA VILCA,2020,1,1,1,1.0,1
blue,2020,1,1,0,1.0,1
pablo,2020,2,1,3,0.5,1
Lanzelot,2020,1,1,1,1.0,1
Douglas Antonio Menjivar Zamor,2020,1,1,0,1.0,1
pighfs,2020,1,2,2,2.0,2
96Miin,2020,1,1,6,1.0,1
poletesan3,2020,1,0,2,0.0,0
XxTavo16xX,2021,5,5,10,1.0,2
Macx,2021,2,1,1,0.5,1
Guillermo_Chris,2021,2,2,6,1.0,1
Vittoriano Fiore Jiménez,2021,1,2,5,2.0,2
Koumori117,2021,1,2,8,2.0,2
amiguela,2021,1,2,1,2.0,2
DoctorChocolate,2021,6,11,8,1.83,3
GreedSource,2021,1,2,2,2.0,2
Omega_skyres 9,2021,8,8,9,1.0,1
STaldo Aguilar,2021,1,2,0,2.0,2
Jose Manuel Sanchez Beltran,2021,1,0,2,0.0,0
Luis Felipe Guevara Ruiz,2021,2,2,1,1.0,1
Jösë Ramirez,2021,1,1,3,1.0,1
Alex Garcia,2021,1,1,0,1.0,1
Soul.py,2021,1,1,4,1.0,1
ROGER MOCHOLI SEGURA,2021,2,2,1,1.0,1
faraway97,2021,3,6,4,2.0,3
Martingar_,2021,4,6,5,1.5,2
Firesebs,2021,1,1,0,1.0,1
Hugo Valdes,2021,8,4,18,0.5,1
Antonio Lopez somet,2021,2,2,4,1.0,1
John Moreno,2021,3,3,2,1.0,1
frodrig574,2021,1,1,0,1.0,1
Ignacio García Blanco,2021,2,2,5,1.0,1
Pablo Tedesco,2021,1,1,3,1.0,1
Juan Diaz,2021,1,3,6,3.0,3
ruben_exp,2021,1,1,0,1.0,1
Samisaw6,2021,1,2,1,2.0,2
Mysteri0,2021,1,1,0,1.0,1
Eduardo Collazo R,2021,3,2,3,0.67,2
Marco Valdespino,2021,3,3,7,1.0,2
Felipe Martinez,2021,6,7,10,1.17,2
NTapia,2021,1,2,2,2.0,2
leand,2021,1,1,0,1.0,1
Alejo Moya,2021,9,5,22,0.56,2
Sthefany Rangel,2021,2,2,1,1.0,1
Sebastian Acevedo,2021,1,1,1,1.0,1
DereKlrivas,2021,1,1,2,1.0,1
Sue,2021,1,2,0,2.0,2
raúl,2021,1,1,0,1.0,1
Samu Gonza,2021,1,1,3,1.0,1
Nelcido Rafael Díaz Pérez,2021,1,0,4,0.0,0
Julio André,2021,1,2,3,2.0,2
Yeremi Valdivia,2022,1,1,3,1.0,1
pusux,2022,3,3,3,1.0,1
Victor,2022,35,25,95,0.71,3
Jose Manuel,2022,1,1,0,1.0,1
Carlos Sanchez,2022,2,0,7,0.0,0
NelUb,2022,3,2,4,0.67,1
La Flaka,2022,1,1,4,1.0,1
luis silva,2022,2,0,4,0.0,0
Ethanf David,2022,1,1,0,1.0,1
Carlos Peralta,2022,2,2,0,1.0,1
Adrian Bergonzi,2022,1,0,20,0.0,0
e59,2022,2,2,1,1.0,1
